Title,Title20,Country/Region,SCIE,SSCI,AHCI,ESCI
INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,INT J RIVER BASIN MA,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,INT J ROBOT AUTOM,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,INT J ROBOT RES,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,INT J ROBUST NONLIN,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,INT J ROCK MECH MIN,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF ROTATING MACHINERY,INT J ROTATING MACH,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,INT J SATELL COMM N,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,INT J SCI EDUC,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION PART B-COMMUNICATION AND PUBLIC ENGAGEMENT,INT J SCI EDUC PART,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SCIENCE AND MATHEMATICS EDUCATION,INT J SCI MATH EDUC,NETHERLANDS,,X,,
INTERNATIONAL JOURNAL OF SEDIMENT RESEARCH,INT J SEDIMENT RES,PEOPLES R CHINA,X,,,
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,INT J SELECT ASSESS,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SELF-PROPAGATING HIGH-TEMPERATURE SYNTHESIS,INT J SELF-PROPAG HI,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SEMANTIC COMPUTING,INT J SEMANT COMPUT,SINGAPORE,,,,X
INTERNATIONAL JOURNAL ON SEMANTIC WEB AND INFORMATION SYSTEMS,INT J SEMANT WEB INF,UNITED STATES,X,,,
INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE,INT J SEMIOTIC LAW,NETHERLANDS,,,,X
INTERNATIONAL JOURNAL OF SENSOR NETWORKS,INT J SENS NETW,SWITZERLAND,X,,,
INTERNATIONAL JOURNAL OF SERIOUS GAMES,INT J SERIOUS GAMES,ITALY,,,,X
INTERNATIONAL JOURNAL OF SERVICES TECHNOLOGY AND MANAGEMENT,INT J SERV TECHNOL M,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SEXUAL HEALTH,INT J SEX HEALTH,UNITED STATES,,X,,
INTERNATIONAL JOURNAL OF SHIPPING AND TRANSPORT LOGISTICS,INT J SHIP TRANS LOG,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SIGNAL AND IMAGING SYSTEMS ENGINEERING,INT J SIGNAL IMAGING,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SIMULATION MODELLING,INT J SIMUL MODEL,AUSTRIA,X,,,
INTERNATIONAL JOURNAL OF SINO-WESTERN STUDIES,INT J SINO-WEST STUD,FINLAND,,,,X
INTERNATIONAL JOURNAL OF SMART AND NANO MATERIALS,INT J SMART NANO MAT,ENGLAND,X,,,
INTERNATIONAL JOURNAL ON SMART SENSING AND INTELLIGENT SYSTEMS,INT J SMART SENS INT,NEW ZEALAND,,,,X
INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,INT J SOC ECON,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,INT J SOC PSYCHIATR,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SOCIAL PSYCHOLOGY,INT J SOC PSYCHOL,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY,INT J SOC RES METHOD,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS,INT J SOC ROBOT,NETHERLANDS,X,,,
INTERNATIONAL JOURNAL OF SOCIAL WELFARE,INT J SOC WELF,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SOCIOLOGY,INT J SOCIOL,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SOCIOLOGY OF EDUCATION,INT J SOCIOL EDUC,SPAIN,,,,X
INTERNATIONAL JOURNAL OF SOCIOLOGY AND SOCIAL POLICY,INT J SOCIOL SOC POL,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,SINGAPORE,X,,,
INTERNATIONAL JOURNAL OF SOFTWARE INNOVATION,INT J SOFTW INNOV,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SOFTWARE SCIENCE AND COMPUTATIONAL INTELLIGENCE-IJSSCI,INT J SOFTW SCI COMP,UNITED STATES,,,,X
INTERNATIONAL JOURNAL ON SOFTWARE TOOLS FOR TECHNOLOGY TRANSFER,INT J SOFTW TOOLS TE,GERMANY,X,,,
INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,INT J SOLIDS STRUCT,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF SPACE SCIENCE AND ENGINEERING,INT J SPACE SCI ENG,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SPATIAL DATA INFRASTRUCTURES RESEARCH,INT J SPAT DATA INFR,ITALY,,,,X
INTERNATIONAL JOURNAL OF SPECIAL EDUCATION,INT J SPEC EDUC,POLAND,,,,X
INTERNATIONAL JOURNAL OF SPEECH LANGUAGE AND THE LAW,INT J SPEECH LANG LA,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SPEECH TECHNOLOGY,INT J SPEECH TECHNOL,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,INT J SPEECH-LANG PA,ENGLAND,X,X,,
INTERNATIONAL JOURNAL OF SPELEOLOGY,INT J SPELEOL,NETHERLANDS,X,,,
INTERNATIONAL JOURNAL OF SPINE SURGERY,INT J SPINE SURG,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SPORT COMMUNICATION,INT J SPORT COMMUN,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SPORT AND EXERCISE PSYCHOLOGY,INT J SPORT EXERC PS,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SPORT FINANCE,INT J SPORT FINANC,UNITED STATES,,X,,
INTERNATIONAL JOURNAL OF SPORTS MARKETING & SPONSORSHIP,INT J SPORT MARK SPO,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SPORT NUTRITION AND EXERCISE METABOLISM,INT J SPORT NUTR EXE,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF SPORTS PHYSIOLOGY AND PERFORMANCE,INT J SPORT PHYSIOL,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF SPORT POLICY AND POLITICS,INT J SPORT POLICY P,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SPORTS MEDICINE,INT J SPORTS MED,GERMANY,X,,,
INTERNATIONAL JOURNAL OF SPORTS PHYSICAL THERAPY,INT J SPORTS PHYS TH,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SPORTS SCIENCE & COACHING,INT J SPORTS SCI COA,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SPRAY AND COMBUSTION DYNAMICS,INT J SPRAY COMBUST,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF STD & AIDS,INT J STD AIDS,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF STEEL STRUCTURES,INT J STEEL STRUCT,SOUTH KOREA,X,,,
INTERNATIONAL JOURNAL OF STEM CELLS,INT J STEM CELLS,SOUTH KOREA,X,,,
INTERNATIONAL JOURNAL OF STEM EDUCATION,INT J STEM EDUC,GERMANY,X,X,,
INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,INT J STRATEG PROP M,LITHUANIA,,X,,
INTERNATIONAL JOURNAL OF STRESS MANAGEMENT,INT J STRESS MANAGE,UNITED STATES,,X,,
INTERNATIONAL JOURNAL OF STROKE,INT J STROKE,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF STRUCTURAL INTEGRITY,INT J STRUCT INTEGR,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF STRUCTURAL STABILITY AND DYNAMICS,INT J STRUCT STAB DY,SINGAPORE,X,,,
INTERNATIONAL JOURNAL FOR THE STUDY OF THE CHRISTIAN CHURCH,INT J STUDY CHRIST C,ENGLAND,,,,X
INTERNATIONAL JOURNAL FOR THE STUDY OF NEW RELIGIONS,INT J STUDY NEW RELI,ENGLAND,,,,X
INTERNATIONAL JOURNAL FOR THE STUDY OF SKEPTICISM,INT J STUDY SKEPT,NETHERLANDS,,,,X
INTERNATIONAL JOURNAL OF SURFACE SCIENCE AND ENGINEERING,INT J SURF SCI ENG,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF SURGERY,INT J SURG,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF SURGERY CASE REPORTS,INT J SURG CASE REP,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SURGICAL ONCOLOGY,INT J SURG ONCOL,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SURGERY OPEN,INT J SURG OPEN,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,INT J SURG PATHOL,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF SURGERY PROTOCOLS,INT J SURG PROTOC,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SURGERY-ONCOLOGY,INT J SURG-ONCOL,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SUSTAINABLE AVIATION,INT J SUST AVIAT,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,INT J SUST DEV WORLD,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION,INT J SUST HIGHER ED,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF SUSTAINABLE CONSTRUCTION ENGINEERING AND TECHNOLOGY,INT J SUSTAIN CONSTR,MALAYSIA,,,,X
INTERNATIONAL JOURNAL OF SUSTAINABLE ENERGY,INT J SUSTAIN ENERGY,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SUSTAINABLE ENGINEERING,INT J SUSTAIN ENG,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF SUSTAINABLE TRANSPORTATION,INT J SUSTAIN TRANSP,UNITED STATES,,X,,
INTERNATIONAL JOURNAL OF SWARM INTELLIGENCE RESEARCH,INT J SWARM INTELL R,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SYSTEM ASSURANCE ENGINEERING AND MANAGEMENT,INT J SYST ASSUR ENG,INDIA,,,,X
INTERNATIONAL JOURNAL OF SYSTEM DYNAMICS APPLICATIONS,INT J SYST DYN APPL,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,INT J SYST EVOL MICR,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE-OPERATIONS & LOGISTICS,INT J SYST SCI-OPER,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF SYSTEMATIC THEOLOGY,INT J SYST THEOL,UNITED STATES,,,X,
INTERNATIONAL JOURNAL OF SYSTEMIC THERAPY,INT J SYSTEMIC THER,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF TECHNOETHICS,INT J TECHNOETHICS,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF TECHNOLOGY,INT J TECHNOL,INDONESIA,,,,X
INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,INT J TECHNOL ASSESS,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,INT J TECHNOL DES ED,NETHERLANDS,X,X,,
INTERNATIONAL JOURNAL OF TECHNOLOGY ENHANCED LEARNING,INT J TECHNOL ENHANC,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF TECHNOLOGIES IN HIGHER EDUCATION,INT J TECHNOL HIGH E,CANADA,,,,X
INTERNATIONAL JOURNAL OF TECHNOLOGY AND HUMAN INTERACTION,INT J TECHNOL HUM IN,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,SWITZERLAND,X,X,,
INTERNATIONAL JOURNAL FOR TECHNOLOGY IN MATHEMATICS EDUCATION,INT J TECHNOL MATH E,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF TELEMEDICINE AND APPLICATIONS,INT J TELEMED APPL,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF TELEREHABILITATION,INT J TELEREHABILITA,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF TESTING,INT J TEST,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF THEORETICAL AND APPLIED FINANCE,INT J THEOR APPL FIN,SINGAPORE,,,,X
INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,INT J THEOR PHYS,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF THERAPY AND REHABILITATION,INT J THER REHABIL,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF THERMAL SCIENCES,INT J THERM SCI,FRANCE,X,,,
INTERNATIONAL JOURNAL OF THERMODYNAMICS,INT J THERMODYN,TURKEY,,,,X
INTERNATIONAL JOURNAL OF THERMOPHYSICS,INT J THERMOPHYS,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF TOURISM CITIES,INT J TOUR CITIES,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF TOURISM RESEARCH,INT J TOUR RES,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF TOXICOLOGY,INT J TOXICOL,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF TRAINING AND DEVELOPMENT,INT J TRAIN DEV,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF TRAINING RESEARCH,INT J TRAIN RES,AUSTRALIA,,,,X
INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH,INT J TRANSGEND HEAL,UNITED STATES,X,X,,
INTERNATIONAL JOURNAL OF TRANSGENDERISM,INT J TRANSGENDERISM,UNITED STATES,X,X,,
INTERNATIONAL JOURNAL OF TRANSITIONAL JUSTICE,INT J TRANSIT JUST,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF TRANSPORT ECONOMICS,INT J TRANSP ECON,ITALY,,X,,
INTERNATIONAL JOURNAL OF ORGAN TRANSPLANTATION MEDICINE,INT J TRANSPLANT MED,IRAN,,,,X
INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,INT J TROP INSECT SC,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF TRYPTOPHAN RESEARCH,INT J TRYPTOPHAN RES,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,INT J TUBERC LUNG D,FRANCE,X,,,
INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,INT J TURBO JET ENG,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF TURBOMACHINERY PROPULSION AND POWER,INT J TURBOMACH PROP,SWITZERLAND,,,,X
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,SINGAPORE,X,,,
INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,INT J UNCERTAIN QUAN,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF UNCONVENTIONAL COMPUTING,INT J UNCONV COMPUT,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,INT J URBAN REGIONAL,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF URBAN SCIENCES,INT J URBAN SCI,ENGLAND,,X,,
INTERNATIONAL JOURNAL OF URBAN SUSTAINABLE DEVELOPMENT,INT J URBAN SUSTAIN,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF UROLOGY,INT J UROL,JAPAN,X,,,
INTERNATIONAL JOURNAL OF UROLOGICAL NURSING,INT J UROL NURS,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF VALUE CHAIN MANAGEMENT,INT J VALUE CHAIN MA,SWITZERLAND,,,,X
INTERNATIONAL JOURNAL OF VASCULAR MEDICINE,INT J VASC MED,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF VEHICLE DESIGN,INT J VEHICLE DES,SWITZERLAND,X,,,
INTERNATIONAL JOURNAL OF VENTILATION,INT J VENT,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF VETERINARY SCIENCE AND MEDICINE,INT J VET SCI MED,EGYPT,,,,X
INTERNATIONAL JOURNAL FOR VITAMIN AND NUTRITION RESEARCH,INT J VITAM NUTR RES,SWITZERLAND,X,,,
INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,INT J WATER RESOUR D,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF WAVELETS MULTIRESOLUTION AND INFORMATION PROCESSING,INT J WAVELETS MULTI,SINGAPORE,X,,,
INTERNATIONAL JOURNAL OF WEB AND GRID SERVICES,INT J WEB GRID SERV,ENGLAND,X,,,
INTERNATIONAL JOURNAL OF WEB INFORMATION SYSTEMS,INT J WEB INF SYST,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF WEB SERVICES RESEARCH,INT J WEB SERV RES,UNITED STATES,X,,,
INTERNATIONAL JOURNAL OF WHOLE SCHOOLING,INT J WHOLE SCH,CANADA,,,,X
INTERNATIONAL JOURNAL OF WILDLAND FIRE,INT J WILDLAND FIRE,AUSTRALIA,X,,,
INTERNATIONAL JOURNAL OF WINE BUSINESS RESEARCH,INT J WINE BUS RES,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF WIRELESS INFORMATION NETWORKS,INT J WIREL INF NETW,UNITED STATES,,,,X
INTERNATIONAL JOURNAL OF WOMENS HEALTH AND REPRODUCTION SCIENCES,INT J WOMEN HEAL REP,IRAN,,,,X
INTERNATIONAL JOURNAL OF WOMENS HEALTH,INT J WOMENS HEALTH,NEW ZEALAND,X,,,
INTERNATIONAL JOURNAL ON WORKING CONDITIONS,INT J WORKING COND,PORTUGAL,,,,X
INTERNATIONAL JOURNAL OF WORKPLACE HEALTH MANAGEMENT,INT J WORKPLACE HEAL,ENGLAND,,,,X
INTERNATIONAL JOURNAL OF YOGA,INT J YOGA,INDIA,,,,X
INTERNATIONAL JOURNAL,INT J-TORONTO,ENGLAND,,X,,
INTERNATIONALE KATHOLISCHE ZEITSCHRIFT COMMUNIO,INT KATHOL Z COMMUNI,GERMANY,,,,X
INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,INT LABOR WORK-CLASS,UNITED STATES,,X,X,
INTERNATIONAL LABOUR REVIEW,INT LABOUR REV,SWITZERLAND,,X,,
INTERNATIONAL LETTERS OF NATURAL SCIENCES,INT LETT NAT SCI,SWITZERLAND,,,,X
INTERNATIONAL MARITIME HEALTH,INT MARIT HEALTH,POLAND,,,,X
INTERNATIONAL MARKETING REVIEW,INT MARKET REV,ENGLAND,,X,,
INTERNATIONAL MATERIALS REVIEWS,INT MATER REV,UNITED STATES,X,,,
INTERNATIONAL MATHEMATICS RESEARCH NOTICES,INT MATH RES NOTICES,ENGLAND,X,,,
INTERNATIONAL MEDICAL CASE REPORTS JOURNAL,INT MED CASE REP J,NEW ZEALAND,,,,X
INTERNATIONAL MEDICAL JOURNAL MALAYSIA,INT MED J MALAYS,MALAYSIA,,,,X
INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,UNITED STATES,X,,,
INTERNATIONAL MIGRATION,INT MIGR,SWITZERLAND,,X,,
INTERNATIONAL MIGRATION REVIEW,INT MIGR REV,UNITED STATES,,X,,
INTERNATIONAL AND MULTIDISCIPLINARY JOURNAL OF SOCIAL SCIENCES-RIMCIS,INT MULTIDISCIP J SO,SPAIN,,,,X
INTERNATIONAL MULTILINGUAL RESEARCH JOURNAL,INT MULTILING RES J,UNITED STATES,,X,X,
INTERNATIONAL NANO LETTERS,INT NANO LETT,IRAN,,,,X
INTERNATIONAL NEGOTIATION-A JOURNAL OF THEORY AND PRACTICE,INT NEGOT,NETHERLANDS,,,,X
INTERNATIONAL NEUROUROLOGY JOURNAL,INT NEUROUROL J,SOUTH KOREA,X,,,
INTERNATIONAL NURSING REVIEW,INT NURS REV,SWITZERLAND,X,X,,
INTERNATIONAL OPHTHALMOLOGY,INT OPHTHALMOL,NETHERLANDS,X,,,
INTERNATIONAL ORGANIZATION,INT ORGAN,UNITED STATES,,X,,
INTERNATIONAL ORGANIZATIONS LAW REVIEW,INT ORGAN LAW REV,NETHERLANDS,,,,X
INTERNATIONAL ORTHODONTICS,INT ORTHOD,FRANCE,,,,X
INTERNATIONAL ORTHOPAEDICS,INT ORTHOP,UNITED STATES,X,,,
INTERNATIONAL PEACEKEEPING,INT PEACEKEEPING,ENGLAND,,X,,
INTERNATIONAL PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,INT PERSPECT SEX R H,UNITED STATES,,X,,
INTERNATIONAL PHILOSOPHICAL QUARTERLY,INT PHILOS QUART,UNITED STATES,,,X,
INTERNATIONAL PLANNING STUDIES,INT PLAN STUD,UNITED STATES,,,,X
INTERNATIONAL POLITICAL SCIENCE REVIEW,INT POLIT SCI REV,ENGLAND,,X,,
INTERNATIONAL POLITICAL SOCIOLOGY,INT POLIT SOCIOL,UNITED STATES,,X,,
INTERNATIONAL POLITICS,INT POLITICS,ENGLAND,,X,,
INTERNASJONAL POLITIKK,INT POLIT-OSLO,NORWAY,,X,,
INTERNATIONAL POLYMER PROCESSING,INT POLYM PROC,GERMANY,X,,,
INTERNATIONAL PRODUCTIVITY MONITOR,INT PRODUCT MONIT,CANADA,,,,X
INTERNATIONAL PSYCHOGERIATRICS,INT PSYCHOGERIATR,UNITED STATES,X,X,,
INTERNATIONAL PUBLIC HISTORY,INT PUBLIC HIST,GERMANY,,,,X
INTERNATIONAL PUBLIC MANAGEMENT JOURNAL,INT PUBLIC MANAG J,UNITED STATES,,X,,
INTERNATIONAL QUARTERLY OF COMMUNITY HEALTH EDUCATION,INT Q COMMUNITY HEAL,UNITED STATES,,,,X
INTERNATIONAL REAL ESTATE REVIEW,INT REAL ESTATE REV,UNITED STATES,,,,X
INTERNATIONAL REGIONAL SCIENCE REVIEW,INT REGIONAL SCI REV,UNITED STATES,,X,,
INTERNATIONAL RELATIONS,INT RELAT,ENGLAND,,X,,
INTERNATIONAL RELATIONS OF THE ASIA-PACIFIC,INT RELAT ASIA-PAC,ENGLAND,,X,,
INTERNATIONAL RESEARCH IN CHILDRENS LITERATURE,INT RES CHILD LIT,SCOTLAND,,,X,
INTERNATIONAL RESEARCH IN EARLY CHILDHOOD EDUCATION,INT RES EARLY CHILD,AUSTRALIA,,,,X
INTERNATIONAL RESEARCH IN GEOGRAPHICAL AND ENVIRONMENTAL EDUCATION,INT RES GEOGR ENVIRO,ENGLAND,,,,X
INTERNATIONAL REVIEW,INT REV,SERBIA,,,,X
INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES,INT REV ADM SCI,ENGLAND,,X,,
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC,INT REV AESTHET SOC,CROATIA,,,X,
INTERNATIONAL REVIEW OF APPLIED ECONOMICS,INT REV APPL ECON,ENGLAND,,,,X
INTERNATIONAL REVIEW OF CELL AND MOLECULAR BIOLOGY,INT REV CEL MOL BIO,UNITED STATES,X,,,
INTERNATIONAL REVIEW OF ECONOMICS EDUCATION,INT REV ECON EDUC,ENGLAND,,X,,
INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,INT REV ECON FINANC,NETHERLANDS,,X,,
INTERNATIONAL REVIEW OF EDUCATION,INT REV EDUC,GERMANY,,,,X
INTERNATIONAL REVIEW OF ENTREPRENEURSHIP,INT REV ENTREP,IRELAND,,,,X
INTERNATIONAL REVIEW OF ENVIRONMENTAL AND RESOURCE ECONOMICS,INT REV ENVIRON RESO,UNITED STATES,,,,X
INTERNATIONAL REVIEW OF FINANCE,INT REV FINANC,UNITED STATES,,X,,
INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,INT REV FINANC ANAL,UNITED STATES,,X,,
INTERNATIONAL REVIEW OF HYDROBIOLOGY,INT REV HYDROBIOL,GERMANY,X,,,
INTERNATIONAL REVIEWS OF IMMUNOLOGY,INT REV IMMUNOL,ENGLAND,X,,,
INTERNATIONAL REVIEW OF LAW AND ECONOMICS,INT REV LAW ECON,UNITED STATES,,X,,
INTERNATIONAL REVIEW OF MISSION,INT REV MISSION,ENGLAND,,,,X
INTERNATIONAL REVIEW OF NEUROBIOLOGY,INT REV NEUROBIOL,UNITED STATES,X,,,
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,INT REV PHYS CHEM,ENGLAND,X,,,
INTERNATIONAL REVIEW OF PRAGMATICS,INT REV PRAGMAT,NETHERLANDS,,,,X
INTERNATIONAL REVIEW OF PSYCHIATRY,INT REV PSYCHIATR,ENGLAND,,X,,
INTERNATIONAL REVIEW ON PUBLIC AND NONPROFIT MARKETING,INT REV PUB NON MARK,GERMANY,,,,X
INTERNATIONAL REVIEW OF THE RED CROSS,INT REV RED CROSS,ENGLAND,,X,,
INTERNATIONAL REVIEW OF RESEARCH IN DEVELOPMENTAL DISABILITIES,INT REV RES DEV DISA,UNITED STATES,,X,,
INTERNATIONAL REVIEW OF RESEARCH IN OPEN AND DISTRIBUTED LEARNING,INT REV RES OPEN DIS,CANADA,,X,,
INTERNATIONAL REVIEW OF RETAIL DISTRIBUTION AND CONSUMER RESEARCH,INT REV RETAIL DISTR,ENGLAND,,,,X
INTERNATIONAL REVIEW OF SCOTTISH STUDIES,INT REV SCOTT STUD,CANADA,,,,X
INTERNATIONAL REVIEW OF SOCIAL HISTORY,INT REV SOC HIST,UNITED STATES,,X,X,
INTERNATIONAL REVIEW OF SOCIAL PSYCHOLOGY,INT REV SOC PSYCHOL,ENGLAND,,X,,
INTERNATIONAL REVIEW OF SOCIOLOGY-REVUE INTERNATIONALE DE SOCIOLOGIE,INT REV SOCIOL,ENGLAND,,,,X
INTERNATIONAL REVIEW FOR THE SOCIOLOGY OF SPORT,INT REV SOCIOL SPORT,UNITED STATES,,X,,
INTERNATIONAL REVIEW FOR SPATIAL PLANNING AND SUSTAINABLE DEVELOPMENT,INT REV SPAT PLAN SU,JAPAN,,,,X
INTERNATIONAL REVIEW OF SPORT AND EXERCISE PSYCHOLOGY,INT REV SPORT EXER P,ENGLAND,,X,,
INTERNATIONAL REVIEW OF VICTIMOLOGY,INT REV VICT,ENGLAND,,,,X
INTERNATIONAL SECURITY,INT SECURITY,UNITED STATES,,X,,
INTERNATIONAL SHIPBUILDING PROGRESS,INT SHIPBUILD PROG,NETHERLANDS,,,,X
INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,INT SMALL BUS J,ENGLAND,,X,,
INTERNATIONAL SOCIAL SECURITY REVIEW,INT SOC SECUR REV,UNITED STATES,,,,X
INTERNATIONAL SOCIAL WORK,INT SOC WORK,ENGLAND,,X,,
INTERNATIONAL SOCIOLOGY,INT SOCIOL,ENGLAND,,X,,
INTERNATIONAL SOIL AND WATER CONSERVATION RESEARCH,INT SOIL WATER CONSE,PEOPLES R CHINA,X,,,
INTERNATIONAL SPECTATOR,INT SPECT,ENGLAND,,,,X
